pairblock,pair,block,water.yr,ecosite,plot,x,y,wspg,c3pg,forb,total.mass,wyr.ppt,f.ppt,cs.ppt,gs.ppt,sp.ppt,lag.wyr,lag.f,lag.cs,lag.gs,lag2.f,lag2.cs,lag2.gs,lag.mass,total.mass.dm,wspg.dm,c3pg.dm,forb.dm
3_5,3,5,2017,Loamy,3,525074,4515865,502.80625,290.9625,104.94625,904.36625,282.7140778,45.66892621,55.88,181.1651516,151.9990013,221.1406443,54.45495179,71.374,95.3116925,70.79207475,264.7129723,264.7129723,801.44125,-216.0271212,16.27784091,24.15920455,-214.2643939
3_5,3,5,2018,Loamy,3,525074,4515865,364.3575,255.6425,21.7975,694.34,274.1040698,75.63299642,53.34,145.1310733,147.2964372,282.7140778,45.66892621,55.88,181.1651516,54.45495179,95.3116925,95.3116925,904.36625,-426.0533712,-122.1709091,-11.16079545,-297.4131439
3_5,3,5,2019,Loamy,3,525074,4515865,228.9275,314.3675,681.6975,1258.06625,337.8068053,13.14434012,99.49013077,225.1723344,282.6278915,274.1040698,75.63299642,53.34,145.1310733,45.66892621,181.1651516,181.1651516,694.34,137.6728788,-257.6009091,47.56420455,362.4868561
3_5,3,5,2020,Loamy,3,525074,4515865,125.1525,254.82875,19.1525,399.13375,284.4816424,39.74727654,86.85511814,157.8792477,178.6436859,337.8068053,13.14434012,99.49013077,225.1723344,75.63299642,145.1310733,145.1310733,1258.06625,-721.2596212,-361.3759091,-11.97454545,-300.0581439
3_5,3,5,2021,Loamy,3,525074,4515865,474.28375,551.7125,1062.1825,2124.27125,428.1070981,26.4443897,113.5689228,288.0937856,310.6279659,284.4816424,39.74727654,86.85511814,157.8792477,13.14434012,225.1723344,225.1723344,399.13375,1003.877879,-12.24465909,284.9092045,742.9718561
3_5,3,5,2022,Loamy,3,525074,4515865,221.31375,116.88125,24.11875,362.31375,270.8806138,46.19301408,66.7266022,157.9609975,110.1047056,428.1070981,26.4443897,113.5689228,288.0937856,39.74727654,157.8792477,157.8792477,2124.27125,-758.0796212,-265.2146591,-149.9220455,-295.0918939
3_5,3,5,2023,Loamy,3,525074,4515865,846.31875,571.90625,1100.64375,2523.3025,407.5469292,43.48696317,48.514,315.5459661,247.177199,270.8806138,46.19301408,66.7266022,157.9609975,26.4443897,288.0937856,288.0937856,362.31375,1402.909129,359.7903409,305.1029545,781.4331061
3_6,3,6,2013,Sandy,3,524598,4519705,361.26625,166.5725,17.35625,549.43375,256.0225382,69.41801772,26.416,160.1885205,117.0527056,191.3830215,82.49730083,18.288,90.59772065,3.727595982,221.6816225,221.6816225,NA,-727.0567045,86.99931818,-454.2463636,-327.9384091
3_6,3,6,2014,Sandy,3,524598,4519705,555.41625,1104.44625,58.9325,1832.62375,461.941625,187.0377075,76.2,198.7039175,146.3714933,256.0225382,69.41801772,26.416,160.1885205,82.49730083,90.59772065,90.59772065,549.43375,556.1332955,281.1493182,483.6273864,-286.3621591
3_6,3,6,2015,Sandy,3,524598,4519705,531.33375,489.75875,162.535,1335.39875,379.9299543,75.87373072,60.198,243.8582235,222.6962036,461.941625,187.0377075,76.2,198.7039175,69.41801772,160.1885205,160.1885205,1832.62375,58.90829545,257.0668182,-131.0601136,-182.7596591
3_6,3,6,2016,Sandy,3,524598,4519705,128.5625,585.22125,1.4125,727.84375,233.2521262,57.90304505,71.374,103.9750812,104.4959763,379.9299543,75.87373072,60.198,243.8582235,187.0377075,198.7039175,198.7039175,1335.39875,-548.6467045,-145.7044318,-35.59761364,-343.8821591
3_6,3,6,2017,Sandy,3,524598,4519705,219.1475,856.80625,181.57375,1257.93125,308.7459087,56.19971482,55.88,196.6661939,151.6452074,233.2521262,57.90304505,71.374,103.9750812,75.87373072,243.8582235,243.8582235,727.84375,-18.55920455,-55.11943182,235.9873864,-163.7209091
3_6,3,6,2018,Sandy,3,524598,4519705,132.195,760.67125,49.31,1005.48125,303.4367599,79.68659247,53.34,170.4101675,168.0453143,308.7459087,56.19971482,55.88,196.6661939,57.90304505,103.9750812,103.9750812,1257.93125,-271.0092045,-142.0719318,139.8523864,-295.9846591
3_6,3,6,2019,Sandy,3,524598,4519705,271.2575,403.96375,838.26625,1551.45125,342.1900019,16.50172574,82.8421607,242.8461154,291.4659463,303.4367599,79.68659247,53.34,170.4101675,56.19971482,196.6661939,196.6661939,1005.48125,274.9607955,-3.009431818,-216.8551136,492.9715909
3_6,3,6,2020,Sandy,3,524598,4519705,155.6725,327.66875,79.3025,562.64375,275.9580204,31.19370295,83.85344847,160.910869,197.11654,342.1900019,16.50172574,82.8421607,242.8461154,79.68659247,170.4101675,170.4101675,1551.45125,-713.8467045,-118.5944318,-293.1501136,-265.9921591
3_6,3,6,2021,Sandy,3,524598,4519705,207.805,829.265,1379.77375,2419.79,377.4760337,25.97424688,113.6806208,237.8211659,268.3416009,275.9580204,31.19370295,83.85344847,160.910869,16.50172574,242.8461154,242.8461154,562.64375,1143.299545,-66.46193182,208.4461364,1034.479091
3_6,3,6,2022,Sandy,3,524598,4519705,52.23375,109.1725,157.94,329.45125,259.4485446,40.15086726,67.34475845,151.9529189,101.8475695,377.4760337,25.97424688,113.6806208,237.8211659,31.19370295,160.910869,160.910869,2419.79,-947.0392045,-222.0331818,-511.6463636,-187.3546591
3_6,3,6,2023,Sandy,3,524598,4519705,402.04625,1195.46125,871.83875,2469.34625,426.2383902,50.32667242,48.514,327.3977178,238.5388866,259.4485446,40.15086726,67.34475845,151.9529189,25.97424688,237.8211659,237.8211659,329.45125,1192.855795,127.7793182,574.6423864,526.5440909
3_7,3,7,2013,Loamy,3.5,524537,4521730,611.59375,262.97625,27.31375,974.40625,279.57612,73.40870289,26.416,179.7514171,121.5737586,220.1507544,92.3478329,18.288,109.5149215,4.965957947,223.0063324,223.0063324,NA,-177.3578409,127.9622727,-66.74852273,-223.1338636
3_7,3,7,2014,Loamy,3.5,524537,4521730,698.645,235.19,149.07875,1397.6225,441.0777434,179.2443495,76.2,185.6333939,133.7550537,279.57612,73.40870289,26.416,179.7514171,92.3478329,109.5149215,109.5149215,974.40625,245.8584091,215.0135227,-94.53477273,-101.3688636
3_7,3,7,2015,Loamy,3.5,524537,4521730,401.42875,541.76125,329.7125,1288.74,378.7134517,66.91703443,60.198,251.5984173,230.2298762,441.0777434,179.2443495,76.2,185.6333939,73.40870289,179.7514171,179.7514171,1397.6225,136.9759091,-82.20272727,212.0364773,79.26488636
3_7,3,7,2016,Loamy,3.5,524537,4521730,260.2175,151.70375,101.11375,819.26875,244.6675816,62.08970335,71.374,111.2038782,108.7442925,378.7134517,66.91703443,60.198,251.5984173,179.2443495,185.6333939,185.6333939,1288.74,-332.4953409,-223.4139773,-178.0210227,-149.3338636
3_7,3,7,2017,Loamy,3.5,524537,4521730,696.9625,348.3475,17.425,1065.29125,328.1381868,73.33439678,55.88,198.92379,155.5008854,244.6675816,62.08970335,71.374,111.2038782,66.91703443,251.5984173,251.5984173,819.26875,-86.47284091,213.3310227,18.62272727,-233.0226136
3_7,3,7,2018,Loamy,3.5,524537,4521730,262.5075,464.52875,15.74125,830.43625,310.6161235,83.16475934,53.34,174.1113642,169.6534103,328.1381868,73.33439678,55.88,198.92379,62.08970335,111.2038782,111.2038782,1065.29125,-321.3278409,-221.1239773,134.8039773,-234.7063636
3_7,3,7,2019,Loamy,3.5,524537,4521730,362.43375,666.19125,274.67625,1357.13375,342.2291092,18.18945928,73.40174887,250.637901,291.2551031,310.6161235,83.16475934,53.34,174.1113642,73.33439678,198.92379,198.92379,830.43625,205.3696591,-121.1977273,336.4664773,24.22863636
3_7,3,7,2020,Loamy,3.5,524537,4521730,199.08125,274.4525,0.175,495.075,269.1121996,32.3272075,79.04278928,157.7422028,186.7005393,342.2291092,18.18945928,73.40174887,250.637901,83.16475934,174.1113642,174.1113642,1357.13375,-656.6890909,-284.5502273,-55.27227273,-250.2726136
3_7,3,7,2021,Loamy,3.5,524537,4521730,389.5475,347.8775,878.315,1680.39875,339.3014468,28.06041703,113.2945183,197.9465115,234.5898457,269.1121996,32.3272075,79.04278928,157.7422028,18.18945928,250.637901,250.637901,495.075,528.6346591,-94.08397727,18.15272727,627.8673864
3_7,3,7,2022,Loamy,3.5,524537,4521730,266.495,56.49,104.86125,427.84625,291.2952105,35.64085939,65.79821725,189.8561339,98.6556718,339.3014468,28.06041703,113.2945183,197.9465115,32.3272075,157.7422028,157.7422028,1680.39875,-723.9178409,-217.1364773,-273.2347727,-145.5863636
3_7,3,7,2023,Loamy,3.5,524537,4521730,1171.03375,277.45375,856.51125,2333.18625,410.3801068,45.41414521,48.514,316.4519616,210.0678755,291.2952105,35.64085939,65.79821725,189.8561339,28.06041703,197.9465115,197.9465115,427.84625,1181.422159,687.4022727,-52.27102273,606.0636364
3_8,3,8,2013,Loamy,3,526819,4522630,847.32125,145.85125,3.42375,996.59625,291.1116417,74.70837446,26.416,189.9872672,120.740949,217.5829379,84.52340216,18.288,114.7715357,6.704951609,230.5361013,230.5361013,NA,-188.7913258,346.5123864,-243.5110985,-249.94625
3_8,3,8,2014,Loamy,3,526819,4522630,756.48,56.53333333,26.125,1005.843333,420.5513595,161.6038889,76.2,182.7474706,117.5021919,291.1116417,74.70837446,26.416,189.9872672,84.52340216,114.7715357,114.7715357,996.59625,-179.5442424,255.6711364,-332.8290152,-227.245
3_8,3,8,2015,Loamy,3,526819,4522630,893.135,660.29875,48.3025,1620.1025,387.5209303,66.75614504,60.198,260.5667852,232.1873437,420.5513595,161.6038889,76.2,182.7474706,74.70837446,189.9872672,189.9872672,1005.843333,434.7149242,392.3261364,270.9364015,-205.0675
3_8,3,8,2016,Loamy,3,526819,4522630,318.6125,475.2275,36.53,898.51875,244.6127612,62.85239331,71.374,110.3863679,102.3069114,387.5209303,66.75614504,60.198,260.5667852,161.6038889,182.7474706,182.7474706,1620.1025,-286.8688258,-182.1963636,85.86515152,-216.84
3_8,3,8,2017,Loamy,3,526819,4522630,606.47875,245.08125,15.205,866.96625,330.2592253,92.126197,55.88,182.2530283,157.2093729,244.6127612,62.85239331,71.374,110.3863679,66.75614504,260.5667852,260.5667852,898.51875,-318.4213258,105.6698864,-144.2810985,-238.165
3_8,3,8,2018,Loamy,3,526819,4522630,229.40625,167.61375,5.3875,446.54,324.9672748,85.09550619,53.34,186.5317686,177.6280328,330.2592253,92.126197,55.88,182.2530283,62.85239331,110.3863679,110.3863679,866.96625,-738.8475758,-271.4026136,-221.7485985,-247.9825
3_8,3,8,2019,Loamy,3,526819,4522630,252.80375,930.72125,299.1425,1533.21625,353.3971017,22.00715505,74.19324848,257.1966982,296.2032873,324.9672748,85.09550619,53.34,186.5317686,92.126197,182.2530283,182.2530283,446.54,347.8286742,-248.0051136,541.3589015,45.7725
3_8,3,8,2020,Loamy,3,526819,4522630,117.46125,328.71,0.55125,446.7225,296.4971791,47.34638523,80.11273198,169.0380619,190.8627047,353.3971017,22.00715505,74.19324848,257.1966982,85.09550619,186.5317686,186.5317686,1533.21625,-738.6650758,-383.3476136,-60.65234848,-252.81875
3_8,3,8,2021,Loamy,3,526819,4522630,439.44375,698.51125,188.86,1356.5775,378.0563184,25.57053544,112.821735,239.664048,267.0266221,296.4971791,47.34638523,80.11273198,169.0380619,22.00715505,257.1966982,257.1966982,446.7225,171.1899242,-61.36511364,309.1489015,-64.51
3_8,3,8,2022,Loamy,3,526819,4522630,189.08875,110.97,5.33625,305.395,286.0644474,38.30211819,66.40005834,181.3622709,103.000402,378.0563184,25.57053544,112.821735,239.664048,47.34638523,169.0380619,169.0380619,1356.5775,-879.9925758,-311.7201136,-278.3923485,-248.03375
3_8,3,8,2023,Loamy,3,526819,4522630,858.66625,463.4675,2158.20625,3562.785,473.7741124,55.08817806,48.514,370.1719343,244.3070836,286.0644474,38.30211819,66.40005834,181.3622709,25.57053544,239.664048,239.664048,305.395,2377.397424,357.8573864,74.10515152,1904.83625
3_9,3,9,2013,Salt Flats,3,526212.5,4520250,870.59875,690.1,108.715,1833.8325,271.6844205,72.94305781,26.416,172.3253627,119.7357361,195.4150907,81.14281973,18.288,95.98427096,5.359241288,240.6967444,240.6967444,NA,-408.2840909,-119.0069318,-315.0764773,-97.44
3_9,3,9,2014,Salt Flats,3,526212.5,4520250,669.31125,1431.33,26.84375,2164.285,445.3250607,183.4025198,76.2,185.7225409,128.9623798,271.6844205,72.94305781,26.416,172.3253627,81.14281973,95.98427096,95.98427096,1833.8325,-77.83159091,-320.2944318,426.1535227,-179.31125
3_9,3,9,2015,Salt Flats,3,526212.5,4520250,761.21125,1672.375,37.8075,2501.93625,378.8081216,74.06867713,60.198,244.5414444,221.1729886,445.3250607,183.4025198,76.2,185.7225409,72.94305781,172.3253627,172.3253627,2164.285,259.8196591,-228.3944318,667.1985227,-168.3475
3_9,3,9,2016,Salt Flats,3,526212.5,4520250,997.815,556.22625,70.22125,1651.71125,239.8052962,59.99012987,71.374,108.4411664,105.5113656,378.8081216,74.06867713,60.198,244.5414444,183.4025198,185.7225409,185.7225409,2501.93625,-590.4053409,8.209318182,-448.9502273,-135.93375
3_9,3,9,2017,Salt Flats,3,526212.5,4520250,1112.72125,1323.8275,171.82,2608.36875,314.9717953,62.76202227,55.88,196.329773,158.4975776,239.8052962,59.99012987,71.374,108.4411664,74.06867713,244.5414444,244.5414444,1651.71125,366.2521591,123.1155682,318.6510227,-34.335
3_9,3,9,2018,Salt Flats,3,526212.5,4520250,1081.63875,717.685,136.0275,1964.8175,323.5018391,81.53946573,53.34,188.6223733,180.1105516,314.9717953,62.76202227,55.88,196.329773,59.99012987,108.4411664,108.4411664,2608.36875,-277.2990909,92.03306818,-287.4914773,-70.1275
3_9,3,9,2019,Salt Flats,3,526212.5,4520250,998.0175,1217.87625,334.54375,2711.1425,347.5888984,20.96948595,78.22644361,248.3929688,292.7078017,323.5018391,81.53946573,53.34,188.6223733,62.76202227,196.329773,196.329773,1964.8175,469.0259091,8.411818182,212.6997727,128.38875
3_9,3,9,2020,Salt Flats,3,526212.5,4520250,934.8,472.045,77.81625,1484.66125,283.4844616,35.03700757,80.76038399,167.68707,195.5523146,347.5888984,20.96948595,78.22644361,248.3929688,81.53946573,188.6223733,188.6223733,2711.1425,-757.4553409,-54.80568182,-533.1314773,-128.33875
3_9,3,9,2021,Salt Flats,3,526212.5,4520250,809.57375,1588.6325,414.7875,2812.99375,404.8211447,23.51250826,112.8824847,268.4261517,299.9067534,283.4844616,35.03700757,80.76038399,167.68707,20.96948595,248.3929688,248.3929688,1484.66125,570.8771591,-180.0319318,583.4560227,208.6325
3_9,3,9,2022,Salt Flats,3,526212.5,4520250,497.82375,316.7825,148.34125,963.0075,283.8766845,37.61748157,66.37068642,179.8885166,108.2324939,404.8211447,23.51250826,112.8824847,268.4261517,35.03700757,167.68707,167.68707,2812.99375,-1279.109091,-491.7819318,-688.3939773,-57.81375
3_9,3,9,2023,Salt Flats,3,526212.5,4520250,2152.15125,1070.06125,740.78125,3966.52625,454.3650001,46.10056307,48.514,359.750437,253.5421008,283.8766845,37.61748157,66.37068642,179.8885166,23.51250826,268.4261517,268.4261517,963.0075,1724.409659,1162.545568,64.88477273,534.62625
4_1,4,1,2013,Loamy,4,519854.5,4520665,564.70125,91.96375,85.44,790.00375,265.511755,72.30911909,26.416,166.7866359,121.7362902,197.1029617,89.71875426,18.288,89.09620741,10.28530399,215.6920246,215.6920246,NA,-292.2651136,123.2529545,-70.66465909,-81.23897727
4_1,4,1,2014,Loamy,4,519854.5,4520665,436.0725,45.815,392.21,1233.275,483.7514428,210.2684303,76.2,197.2830124,151.4267258,265.511755,72.30911909,26.416,166.7866359,89.71875426,89.09620741,89.09620741,790.00375,151.0061364,-5.375795455,-116.8134091,225.5310227
4_1,4,1,2015,Loamy,4,519854.5,4520665,714.52125,200.7475,355.20875,1457.5675,409.5631779,68.14880084,60.198,281.2163771,251.4692066,483.7514428,210.2684303,76.2,197.2830124,72.30911909,166.7866359,166.7866359,1233.275,375.2986364,273.0729545,38.11909091,188.5297727
4_1,4,1,2016,Loamy,4,519854.5,4520665,362.475,180.4975,63.91,1008.78125,251.8809139,64.50656458,71.374,116.0003493,111.9563507,409.5631779,68.14880084,60.198,281.2163771,210.2684303,197.2830124,197.2830124,1457.5675,-73.48761364,-78.97329545,17.86909091,-102.7689773
4_1,4,1,2017,Loamy,4,519854.5,4520665,307.9825,91.63,75.41375,514.3825,266.154855,36.69501916,55.88,173.5798358,155.6092045,251.8809139,64.50656458,71.374,116.0003493,68.14880084,281.2163771,281.2163771,1008.78125,-567.8863636,-133.4657955,-70.99840909,-91.26522727
4_1,4,1,2018,Loamy,4,519854.5,4520665,166.64,129.83875,28.255,874.5025,301.0956437,83.32926444,53.34,164.4263793,160.523425,266.154855,36.69501916,55.88,173.5798358,64.50656458,116.0003493,116.0003493,514.3825,-207.7663636,-274.8082955,-32.78965909,-138.4239773
4_1,4,1,2019,Loamy,4,519854.5,4520665,407.6975,161.97125,353.06875,1171.2375,357.8522282,14.41492617,85.73405242,257.7032497,293.2171423,301.0956437,83.32926444,53.34,164.4263793,36.69501916,173.5798358,173.5798358,874.5025,88.96863636,-33.75079545,-0.657159091,186.3897727
4_1,4,1,2020,Loamy,4,519854.5,4520665,144.5475,264.98125,16.59,473.58125,264.2021088,33.40749099,77.24637074,153.5482471,175.1000543,357.8522282,14.41492617,85.73405242,257.7032497,83.32926444,164.4263793,164.4263793,1171.2375,-608.6876136,-296.9007955,102.3528409,-150.0889773
4_1,4,1,2021,Loamy,4,519854.5,4520665,188.59,389.015,56.1325,1176.435,357.5475478,30.00066377,111.9787827,215.5681012,239.8077993,264.2021088,33.40749099,77.24637074,153.5482471,14.41492617,257.7032497,257.7032497,473.58125,94.16613636,-252.8582955,226.3865909,-110.5464773
4_1,4,1,2022,Loamy,4,519854.5,4520665,60.00625,59.45625,7.945,128.51125,227.2405684,37.05335927,64.642755,125.5444541,91.86915706,357.5475478,30.00066377,111.9787827,215.5681012,33.40749099,153.5482471,153.5482471,1176.435,-953.7576136,-381.4420455,-103.1721591,-158.7339773
4_1,4,1,2023,Loamy,4,519854.5,4520665,1502.6975,172.99625,399.295,3076.68,402.9230801,46.51876299,48.514,307.8903171,226.5540696,227.2405684,37.05335927,64.642755,125.5444541,30.00066377,215.5681012,215.5681012,128.51125,1994.411136,1061.249205,10.36784091,232.6160227
4_10,4,10,2013,Sandy,5,526432,4519220,595.78375,148.4075,124.7275,901.75,263.6001533,72.04261572,26.416,165.1415376,116.8899341,201.3840359,79.02434881,18.288,104.0716871,4.849310876,242.5552303,242.5552303,NA,-342.2032955,-38.64375,-131.9221591,-85.16795455
4_10,4,10,2014,Sandy,5,526432,4519220,738.6075,351.64375,131.8575,1609.275,455.4226822,184.8480903,76.2,194.3745919,132.1466041,263.6001533,72.04261572,26.416,165.1415376,79.02434881,104.0716871,104.0716871,901.75,365.3217045,104.18,71.31409091,-78.03795455
4_10,4,10,2015,Sandy,5,526432,4519220,1006.09,291.23,246.965,1607.6575,375.890238,73.32937257,60.198,242.3628654,219.0008098,455.4226822,184.8480903,76.2,194.3745919,72.04261572,165.1415376,165.1415376,1609.275,363.7042045,371.6625,10.90034091,37.06954545
4_10,4,10,2016,Sandy,5,526432,4519220,380.84125,244.40875,109.86,1238.7275,232.0157353,57.90626875,71.374,102.7354665,102.6809582,375.890238,73.32937257,60.198,242.3628654,184.8480903,194.3745919,194.3745919,1607.6575,-5.225795455,-253.58625,-35.92090909,-100.0354545
4_10,4,10,2017,Sandy,5,526432,4519220,488.88375,404.7225,213.19375,1107.31875,304.3249307,59.6551378,55.88,188.7897929,151.0839451,232.0157353,57.90626875,71.374,102.7354665,73.32937257,242.3628654,242.3628654,1238.7275,-136.6345455,-145.54375,124.3928409,3.298295455
4_10,4,10,2018,Sandy,5,526432,4519220,459.82125,415.42,101.8525,1145.885,306.8301927,80.00740252,53.34,173.4827902,168.8135887,304.3249307,59.6551378,55.88,188.7897929,57.90626875,102.7354665,102.7354665,1107.31875,-98.06829545,-174.60625,135.0903409,-108.0429545
4_10,4,10,2019,Sandy,5,526432,4519220,442.41,250.57125,178.9425,901.7675,339.5219692,18.87620729,83.56985064,237.0759112,286.9489396,306.8301927,80.00740252,53.34,173.4827902,59.6551378,188.7897929,188.7897929,1145.885,-342.1857955,-192.0175,-29.75840909,-30.95295455
4_10,4,10,2020,Sandy,5,526432,4519220,185.65125,207.5075,21.6025,460.29875,274.0552804,34.13580123,82.57576981,157.3437093,188.6169373,339.5219692,18.87620729,83.56985064,237.0759112,80.00740252,173.4827902,173.4827902,901.7675,-783.6545455,-448.77625,-72.82215909,-188.2929545
4_10,4,10,2021,Sandy,5,526432,4519220,931.1175,298.72625,296.99,1571.4775,434.619328,23.47606834,112.9141932,298.2290665,328.5570428,274.0552804,34.13580123,82.57576981,157.3437093,18.87620729,237.0759112,237.0759112,460.29875,327.5242045,296.69,18.39659091,87.09454545
4_10,4,10,2022,Sandy,5,526432,4519220,342.1325,44.045,15.44,405.08875,277.2119778,40.43908198,66.96892167,169.8039742,108.4969955,434.619328,23.47606834,112.9141932,298.2290665,34.13580123,157.3437093,157.3437093,1571.4775,-838.8645455,-292.295,-236.2846591,-194.4554545
4_10,4,10,2023,Sandy,5,526432,4519220,1407.36375,426.94375,867.41875,2734.24,456.2569022,46.17973768,48.514,361.5631645,261.0467041,277.2119778,40.43908198,66.96892167,169.8039742,23.47606834,298.2290665,298.2290665,405.08875,1490.286705,772.93625,146.6140909,657.5232955
4_2,4,2,2013,Loamy,4,520200.5,4519025,426.31875,108.10875,74.4725,627.3325,248.680228,68.36825361,26.416,153.8959743,121.4882606,211.4056904,91.18897638,18.288,101.928714,9.985034481,213.349441,213.349441,NA,-588.9106818,-18.87125,-140.86375,-233.5567045
4_2,4,2,2014,Loamy,4,520200.5,4519025,569.21,194.89375,107.77375,1003.66875,497.5479668,195.5302309,76.2,225.8177359,172.1210928,248.680228,68.36825361,26.416,153.8959743,91.18897638,101.928714,101.928714,627.3325,-212.5744318,124.02,-54.07875,-200.2554545
4_2,4,2,2015,Loamy,4,520200.5,4519025,901.67875,191.7325,352.58625,1873.0575,402.3397382,69.74238252,60.198,272.3993557,246.1992553,497.5479668,195.5302309,76.2,225.8177359,68.36825361,153.8959743,153.8959743,1003.66875,656.8143182,456.48875,-57.24,44.55704545
4_2,4,2,2016,Loamy,4,520200.5,4519025,533.0825,186.55125,34.64625,1247.33625,241.1186721,59.34857313,71.374,110.396099,108.2731637,402.3397382,69.74238252,60.198,272.3993557,195.5302309,225.8177359,225.8177359,1873.0575,31.09306818,87.8925,-62.42125,-273.3829545
4_2,4,2,2017,Loamy,4,520200.5,4519025,559.1875,178.7475,34.84875,1094.22375,306.7680705,49.45633535,55.88,201.4317351,169.0184876,241.1186721,59.34857313,71.374,110.396099,69.74238252,272.3993557,272.3993557,1247.33625,-122.0194318,113.9975,-70.225,-273.1804545
4_2,4,2,2018,Loamy,4,520200.5,4519025,250.4625,95.86625,59.80625,806.68875,303.2276873,90.03129398,53.34,159.8563933,155.7498396,306.7680705,49.45633535,55.88,201.4317351,59.34857313,110.396099,110.396099,1094.22375,-409.5544318,-194.7275,-153.10625,-248.2229545
4_2,4,2,2019,Loamy,4,520200.5,4519025,394.82625,328.95125,473.0825,1414.51875,347.712611,14.34927276,88.16283459,245.2005037,287.4277398,303.2276873,90.03129398,53.34,159.8563933,49.45633535,201.4317351,201.4317351,806.68875,198.2755682,-50.36375,79.97875,165.0532955
4_2,4,2,2020,Loamy,4,520200.5,4519025,214.30875,125.58625,14.37,397.83875,273.7700552,36.93405822,80.35000417,156.4859928,185.6675375,347.712611,14.34927276,88.16283459,245.2005037,90.03129398,159.8563933,159.8563933,1414.51875,-818.4044318,-230.88125,-123.38625,-293.6592045
4_2,4,2,2021,Loamy,4,520200.5,4519025,273.2825,153.4725,537.65125,1236.4375,376.9756325,29.2139708,113.1903629,234.5712988,271.1080825,273.7700552,36.93405822,80.35000417,156.4859928,14.34927276,245.2005037,245.2005037,397.83875,20.19431818,-171.9075,-95.5,229.6220455
4_2,4,2,2022,Loamy,4,520200.5,4519025,68.90875,62.18875,11.37625,143.16,241.9942109,45.19433551,65.89961549,130.9002599,96.23000815,376.9756325,29.2139708,113.1903629,234.5712988,36.93405822,156.4859928,156.4859928,1236.4375,-1073.083182,-376.28125,-186.78375,-296.6529545
4_2,4,2,2023,Loamy,4,520200.5,4519025,705.82375,1112.59875,1687.7075,3534.4125,403.3073778,50.22684883,48.514,304.566529,239.172811,241.9942109,45.19433551,65.89961549,130.9002599,29.2139708,234.5712988,234.5712988,143.16,2318.169318,260.63375,863.62625,1379.678295
4_3,4,3,2013,Loamy,4,521669,4517170,205.2525,53.485,21.5275,382.79125,255.5908027,71.9097197,26.416,157.265083,119.0305034,205.334141,87.97193774,18.288,99.07420327,9.58644205,210.5340402,210.5340402,NA,-524.9387879,-192.3631439,-134.4992803,-117.2481818
4_3,4,3,2014,Loamy,4,521669,4517170,269.43375,92.16625,65.3225,938.94875,494.3910836,188.8395146,76.2,229.3515691,165.9763764,255.5908027,71.9097197,26.416,157.265083,87.97193774,99.07420327,99.07420327,382.79125,31.21871212,-128.1818939,-95.8180303,-73.45318182
4_3,4,3,2015,Loamy,4,521669,4517170,329.50875,167.85125,683.44,1200.37625,403.5844417,77.71657171,60.198,265.66987,235.9917018,494.3910836,188.8395146,76.2,229.3515691,71.9097197,157.265083,157.265083,938.94875,292.6462121,-68.10689394,-20.1330303,544.6643182
4_3,4,3,2016,Loamy,4,521669,4517170,217.09375,188.63875,31.75375,652.4275,234.0880802,57.47555061,71.374,105.2385296,105.7187094,403.5844417,77.71657171,60.198,265.66987,188.8395146,229.3515691,229.3515691,1200.37625,-255.3025379,-180.5218939,0.654469697,-107.0219318
4_3,4,3,2017,Loamy,4,521669,4517170,738.27,169.87,17.4225,928.79125,290.8856607,40.45415965,55.88,194.551501,159.2374147,234.0880802,57.47555061,71.374,105.2385296,77.71657171,265.66987,265.66987,652.4275,21.06121212,340.6543561,-18.1142803,-121.3531818
4_3,4,3,2018,Loamy,4,521669,4517170,255.5083333,198.1683333,42.92125,703.3541667,299.3248433,85.60288038,53.34,160.381963,159.7009884,290.8856607,40.45415965,55.88,194.551501,57.47555061,105.2385296,105.2385296,928.79125,-204.3758712,-142.1073106,10.18405303,-95.85443182
4_3,4,3,2019,Loamy,4,521669,4517170,217.425,322.225,261.54,1148.635,341.8951237,13.41765051,89.34922014,239.128253,283.329529,299.3248433,85.60288038,53.34,160.381963,40.45415965,194.551501,194.551501,703.3541667,240.9049621,-180.1906439,134.2407197,122.7643182
4_3,4,3,2020,Loamy,4,521669,4517170,113.04125,154.5775,4.46,310.6925,301.6197474,40.90243113,79.72756298,180.9897533,189.6200789,341.8951237,13.41765051,89.34922014,239.128253,85.60288038,160.381963,160.381963,1148.635,-597.0375379,-284.5743939,-33.4067803,-134.3156818
4_3,4,3,2021,Loamy,4,521669,4517170,657.125,199.50125,189.06875,1508.67125,425.9759237,24.84539242,114.7393751,286.3911562,316.4317187,301.6197474,40.90243113,79.72756298,180.9897533,13.41765051,239.128253,239.128253,310.6925,600.9412121,259.5093561,11.5169697,50.29306818
4_3,4,3,2022,Loamy,4,521669,4517170,244.105,78.745,90.78,417.175,246.2539533,52.64527375,66.10522871,127.5034508,95.99802097,425.9759237,24.84539242,114.7393751,286.3911562,40.90243113,180.9897533,180.9897533,1508.67125,-490.5550379,-153.5106439,-109.2392803,-47.99568182
4_3,4,3,2023,Loamy,4,521669,4517170,1127.00875,442.59875,118.29625,1793.1675,372.8850995,39.09179643,48.514,285.2793031,229.9444343,246.2539533,52.64527375,66.10522871,127.5034508,24.84539242,286.3911562,286.3911562,417.175,885.4374621,729.3931061,254.6144697,-20.47943182
